date,regime,sizing,sizing_smooth,vix,vix_in_range,opposition_score,uncertainty_score,composite_chop,copper_adx,high_chop_signal,mild_chop_signal,dxy_csi300_corr,dxy_china10y_corr,equity_opposition,bond_opposition
2010-10-20,NORMAL,1.0,1.0,19.79,True,,0.5,,51.619476318780755,False,False,,,,
2010-10-21,NORMAL,1.0,1.0,19.27,True,,0.5,,45.71186753090136,False,False,,,,
2010-10-22,NORMAL,1.0,1.0,18.78,True,,0.5,,40.59193991473922,False,False,,,,
2010-10-25,NORMAL,1.0,1.0,19.85,True,,0.5,,41.97469441425655,False,False,,,,
2010-10-26,NORMAL,1.0,1.0,20.22,True,,0.5,,43.17308164717156,False,False,,,,
2010-10-27,NORMAL,1.0,1.0,20.71,True,,0.5,,39.01736765394966,False,False,,,,
2010-10-28,NORMAL,1.0,1.0,20.88,True,,0.5,,35.41574885982402,False,False,,,,
2010-10-29,NORMAL,1.0,1.0,21.2,True,,0.5,,34.74805746637524,False,False,,,,
2010-11-01,NORMAL,1.0,1.0,21.83,True,,0.5,,34.16939159205297,False,False,,,,
2010-11-02,NORMAL,1.0,1.0,21.57,True,,0.5,,30.309329343974436,False,False,,,,
2010-11-03,NORMAL,1.0,1.0,19.56,True,,0.5,,26.963942062306373,False,False,,,,
2010-11-04,NORMAL,1.0,1.0,18.52,True,,0.5,,27.9373531572991,False,False,,,,
2010-11-05,NORMAL,1.0,1.0,18.26,True,,0.5,,29.7252207303149,False,False,,,,
2010-11-08,NORMAL,1.0,1.0,18.29,True,,0.5,,31.36055115254471,False,False,,,,
2010-11-09,NORMAL,1.0,1.0,19.08,True,,0.5,,35.3614178008646,False,False,,,,
2010-11-10,NORMAL,1.0,1.0,18.47,True,,0.5,,38.82883556274184,False,False,,,,
2010-11-11,NORMAL,1.0,1.0,18.64,True,,0.5,,41.833930956368775,False,False,,,,
2010-11-12,NORMAL,1.0,1.0,20.61,True,,0.2766666666666666,,38.56163465813207,False,False,,,,
2010-11-15,NORMAL,1.0,1.0,20.2,True,0.4878663457271945,0.2533333333333333,0.388334290623481,35.72564453299359,False,False,0.06810771798196066,-0.019573100890738618,0.46594614100901965,0.5097865504453694
2010-11-16,HIGH_CHOP,0.5,0.9090909090909091,22.58,True,0.522260124146162,0.57,0.5188795124606012,37.07594992338141,True,True,-0.01513852982521199,-0.0739019667594358,0.507569264912606,0.5369509833797179
2010-11-17,MILD_CHOP,0.75,0.8801652892561983,21.76,True,0.5185919267959951,0.5249999999999999,0.487319526598695,38.24621459505085,False,True,-0.0025902054558984903,-0.07177750172808206,0.5012951027279492,0.5358887508640411
2010-11-18,NORMAL,1.0,0.9019534184823441,18.75,True,0.5204621156938909,0.22000000000000003,0.40027726941633457,34.08932429566958,False,False,-0.0130145637951321,-0.06883389898043155,0.506507281897566,0.5344169494902158
2010-11-19,NORMAL,1.0,0.9197800696673724,18.04,True,0.5194628828286665,0.1766666666666667,0.3823443963638665,30.486686036205803,False,False,-0.013881614559681416,-0.06396991675498429,0.5069408072798407,0.5319849583774922
2010-11-22,NORMAL,1.0,0.9343655115460319,18.37,True,0.519990958970726,0.18,0.3839945753824356,29.18045970661477,False,False,-0.028285593667074102,-0.05167824221582986,0.514142796833537,0.525839121107915
2010-11-23,MILD_CHOP,0.75,0.9008445094467533,20.63,True,0.51507028427375,0.3383333333333333,0.4443755038975833,29.973166398486242,False,True,-0.07405962058208954,0.013778483487089507,0.5370298102910448,0.49311075825645523
2010-11-24,NORMAL,1.0,0.9188727804564345,19.56,True,0.5235594088140006,0.2616666666666667,0.41880231195506706,30.660178864774853,False,False,-0.07393941960097279,-0.02029821565502973,0.5369697098004864,0.5101491078275149
2010-11-25,NORMAL,1.0,0.9336231840098099,19.56,True,0.5254349070362998,0.2533333333333333,0.4165942775551132,28.968519795918382,False,False,-0.0759867696746585,-0.025752858470540874,0.5379933848373293,0.5128764292352704
2010-11-26,HIGH_CHOP,0.5,0.8547826050989353,22.22,True,0.530869128111009,0.49666666666666665,0.517188143533272,27.694765026416814,True,True,-0.09040915598016025,-0.0330673564638753,0.5452045779900802,0.5165336782319376
2010-11-29,HIGH_CHOP,0.5,0.7902766768991288,21.53,True,0.5298145498918216,0.47000000000000003,0.505888729935093,26.954702838502868,True,True,-0.09217298586623741,-0.027085213701049,0.5460864929331187,0.5135426068505246
2010-11-30,HIGH_CHOP,0.5,0.7374990992811054,23.54,True,0.5374622997532016,0.6333333333333333,0.5758107131852543,23.65325548313281,True,True,-0.10892354556264659,-0.040925653450159895,0.5544617727813232,0.5204628267250799
2010-12-01,MILD_CHOP,0.75,0.7397719903209043,21.36,True,0.5338325545548742,0.37,0.46829953273292446,24.697541987371622,False,True,-0.1078358810067281,-0.027494337212768765,0.5539179405033641,0.5137471686063844
2010-12-02,NORMAL,1.0,0.7870861738989217,19.39,True,0.5264982613388406,0.23666666666666664,0.410565623469971,27.171395405457613,False,False,-0.10749133497513794,0.001498289619775515,0.5537456674875689,0.49925085519011225
2010-12-03,NORMAL,1.0,0.8257977786445723,18.01,True,0.5223228905342984,0.06999999999999999,0.34139373432057896,29.370526784277555,False,False,-0.10416831657772388,0.014876754440530325,0.5520841582888619,0.49256162277973486
2010-12-06,NORMAL,1.0,0.8574709098001045,18.02,True,0.5185214722858761,0.06666666666666667,0.3377795500381923,31.799291114321964,False,False,-0.09272171882127761,0.0186358296777733,0.5463608594106388,0.49068208516111333
2010-12-07,NORMAL,1.0,0.8833852898364492,17.99,True,0.5168388465570525,0.043333333333333335,0.32700281850249086,35.06624529915078,False,False,-0.08854559797967361,0.021190211751463826,0.5442727989898368,0.4894048941242681
2010-12-08,NORMAL,1.0,0.9045879644116401,17.74,True,0.5128991602009636,0.05666666666666667,0.30394736911419495,39.003980048351465,False,False,-0.07639657792740613,0.024799937123551413,0.538198288963703,0.4876000314382243
2010-12-09,NORMAL,1.0,0.9219356072458873,17.25,True,0.5146124699156978,0.016666666666666666,0.26864464372330626,42.41668349765874,False,False,-0.0897770706110605,0.031327190948269495,0.5448885353055303,0.48433640452586524
2010-12-10,NORMAL,1.0,0.9361291332011805,17.61,True,0.513558700998336,0.02666666666666667,0.2526545774673884,45.3743598203917,False,False,-0.08894581835905323,0.03471101436570923,0.5444729091795266,0.4826444928171454
2010-12-13,NORMAL,1.0,0.9477420180736931,17.55,True,0.5196841129886889,0.06000000000000001,0.23824222009841245,49.5272790833432,False,False,-0.1297287630847968,0.05099231113004145,0.5648643815423984,0.4745038444349793
2010-12-14,NORMAL,1.0,0.9572434693330216,17.61,True,0.5163484378183754,0.055,0.23226634388371764,53.12647577790116,False,False,-0.13248724487680633,0.06709349360330476,0.5662436224384032,0.46645325319834763
2010-12-15,NORMAL,1.0,0.9650173839997449,17.94,True,0.5287180373388498,0.06666666666666667,0.24072824234898355,53.47274357767633,False,False,-0.149272567134522,0.03440041777912281,0.574636283567261,0.4827997911104386
2010-12-16,NORMAL,1.0,0.9713778596361549,17.39,True,0.527565665278869,0.07333333333333333,0.24211091275045826,50.28385424764986,False,False,-0.14710086859030594,0.03683820747483016,0.573550434295153,0.48158089626258493
2010-12-17,NORMAL,1.0,0.976581885156854,16.11,True,0.5296703408736837,0.043333333333333335,0.25121659268806257,47.52015016162692,False,False,-0.1530680891938574,0.034386725699122746,0.5765340445969287,0.48280663715043864
2010-12-20,NORMAL,1.0,0.9808397242192441,16.41,True,0.5328674352311888,0.10666666666666667,0.274038184195255,47.18985676245829,False,False,-0.15802796289418727,0.026558221969431618,0.5790139814470936,0.4867208890152842
2010-12-21,NORMAL,1.0,0.984323410724836,16.49,True,0.534720847858702,0.05,0.24765055224000154,48.669757739141716,False,False,-0.16197882489943707,0.023095433464629302,0.5809894124497186,0.48845228326768536
2010-12-22,NORMAL,1.0,0.9871736996839566,15.45,True,0.5334832092659016,0.03666666666666667,0.23464871401164522,49.95233858560069,False,False,-0.1645332011940869,0.030600364130480433,0.5822666005970435,0.4846998179347598
2010-12-23,NORMAL,1.0,0.9895057542868735,16.47,True,0.5320579331854718,0.06666666666666667,0.24778225490949632,49.18311173780922,False,False,-0.16045877326503716,0.03222704052314985,0.5802293866325186,0.4838864797384251
2010-12-24,NORMAL,1.0,0.9914137989619873,16.47,True,0.533677394514139,0.22833333333333333,0.3002886481415771,48.51644846972327,False,False,-0.1631234352204735,0.028413857163917762,0.5815617176102368,0.4857930714180411
2010-12-27,NORMAL,1.0,0.9929749264234442,17.67,True,0.531782059765937,0.18,0.2898708916114164,47.938673637382124,False,False,-0.15452202287110592,0.027393783807358005,0.577261011435553,0.486303108096321
2010-12-28,NORMAL,1.0,0.9942522125282724,17.52,True,0.5341006872181416,0.11666666666666667,0.27580102079192936,47.43793544935313,False,False,-0.15625593661209758,0.01985318773953109,0.5781279683060487,0.4900734061302345
2010-12-29,NORMAL,1.0,0.9952972647958591,17.28,True,0.5350497343927192,0.13,0.2753814431111754,48.0885504170479,False,False,-0.16157317503421817,0.021374237463341196,0.5807865875171091,0.4893128812683294
2010-12-30,NORMAL,1.0,0.9961523075602483,17.52,True,0.5325417569898985,0.19833333333333333,0.27920087126909066,50.10382157318266,False,False,-0.1609602431295949,0.03079321517000118,0.5804801215647974,0.4846033924149994
2010-12-31,NORMAL,1.0,0.9968518880038395,17.75,True,0.5368482481823069,0.30333333333333334,0.3104095975699022,52.95671051503502,False,False,-0.17817983848811322,0.030786845758885368,0.5890899192440566,0.4846065771205573
2011-01-03,NORMAL,1.0,0.9974242720031414,17.61,True,0.5395069981500681,0.38,0.3329929392230286,55.4292142646404,False,False,-0.18815732742745817,0.030129334827185734,0.5940786637137291,0.48493533258640714
2011-01-04,NORMAL,1.0,0.9978925861843884,17.38,True,0.5370610701335354,0.32333333333333336,0.3160989827894182,56.33518881120885,False,False,-0.17168182399110607,0.023437543456964437,0.585840911995553,0.48828122827151776
2011-01-05,NORMAL,1.0,0.9982757523326813,17.02,True,0.5384106273893685,0.31,0.31293246350353476,55.26877668665806,False,False,-0.16662902982167407,0.012986520264199929,0.5833145149108371,0.49350673986790006
2011-01-06,NORMAL,1.0,0.9985892519085573,17.4,True,0.5420975304537715,0.3666666666666667,0.33034762945725066,50.427816808111444,False,False,-0.16923132636007027,0.0008412045449842596,0.5846156631800351,0.49957939772750787
2011-01-07,NORMAL,1.0,0.9988457515615468,17.14,True,0.5482705347849862,0.3266666666666667,0.37890938621702913,43.78095197531636,False,False,-0.19846363549562993,0.0053814963556850625,0.599231817747815,0.49730925182215746
2011-01-10,MILD_CHOP,0.75,0.9536010694594472,17.54,True,0.5464852706783149,0.42000000000000004,0.438417332886014,40.79500441609049,False,True,-0.19139720875449545,0.005456126041235879,0.5956986043772478,0.49727193697938205
2011-01-11,MILD_CHOP,0.75,0.9165826931940931,16.89,True,0.5669305157362332,0.3433333333333334,0.46995633818223986,35.789050940142104,False,True,-0.27013195162700626,0.0024098886820734214,0.6350659758135031,0.4987950556589633
2011-01-12,MILD_CHOP,0.75,0.8862949307951671,16.24,True,0.5323637067187001,0.27,0.42386812361924703,35.415295863907026,False,True,-0.26985932145726854,0.14040449458246823,0.6349296607286343,0.42979775270876586
2011-01-13,NORMAL,1.0,0.9069685797415004,16.39,True,0.5375024798328578,0.2066666666666667,0.40442771140211453,35.09137479783662,False,False,-0.26104618508370214,0.11103626575227049,0.630523092541851,0.4444818671238647
2011-01-14,NORMAL,1.0,0.9238833834248639,15.46,True,0.5365264699331308,0.12666666666666668,0.37258254862654516,34.81064320724227,False,False,-0.2574657449023572,0.11135986516983393,0.6287328724511786,0.444320067415083
2011-01-17,NORMAL,1.0,0.9377227682567066,15.46,True,0.5308389238451848,0.11166666666666666,0.3631700209737776,34.56734249539384,False,False,-0.23828433172375507,0.11492863634301566,0.6191421658618775,0.4425356818284922
2011-01-18,NORMAL,1.0,0.9490459013009418,15.87,True,0.5367490077533495,0.12000000000000002,0.36612023643729896,35.53089778895952,False,False,-0.24081367723188662,0.09381764621848857,0.6204068386159434,0.45309117689075573
2011-01-19,NORMAL,1.0,0.9583102828825887,17.31,True,0.5367493773433334,0.19666666666666666,0.4007162930726667,33.66296116479811,False,False,-0.24222761778142438,0.09523010840809065,0.6211138088907122,0.4523849457959547
2011-01-20,MILD_CHOP,0.75,0.9204356859948453,17.99,True,0.5391734338789756,0.4016666666666666,0.48417072699405206,32.74639861641138,False,True,-0.2544020158543524,0.09770828033844962,0.6272010079271761,0.4511458598307752
2011-01-21,HIGH_CHOP,0.5,0.8439928339957825,18.47,True,0.5428873590585539,0.45833333333333337,0.5090657487684657,31.952044407809552,True,True,-0.2703635101835114,0.09881407394929592,0.6351817550917557,0.450592963025352
2011-01-24,MILD_CHOP,0.75,0.8269032278147311,17.65,True,0.5441284882083701,0.3733333333333333,0.4758104262583554,28.309934070233997,False,True,-0.27453097167592305,0.09801701884244265,0.6372654858379615,0.4509914905787787
2011-01-25,MILD_CHOP,0.75,0.8129208227575072,17.59,True,0.5439829777069259,0.32333333333333336,0.45572311995748893,29.023664210582822,False,True,-0.27884210640940965,0.10291019558170615,0.6394210532047049,0.44854490220914695
2011-01-26,NORMAL,1.0,0.8469352186197785,16.64,True,0.5438230864434275,0.2,0.4062938518660565,29.64223033221847,False,False,-0.28933859099949777,0.11404624522578787,0.6446692954997488,0.44297687738710606
2011-01-27,NORMAL,1.0,0.8747651788707278,16.15,True,0.5333647294580495,0.13333333333333333,0.37335217100816304,26.781248781609204,False,False,-0.2734340773877647,0.13997515955556672,0.6367170386938823,0.43001242022221664
2011-01-28,HIGH_CHOP,0.5,0.8066260554396864,20.04,True,0.5430386564817298,0.5233333333333333,0.5351565272223712,24.281517414120042,True,True,-0.29542376861088365,0.12326914268396442,0.6477118843054418,0.4383654286580178
2011-01-31,HIGH_CHOP,0.5,0.7508758635415616,19.53,True,0.5488424799383824,0.7066666666666667,0.6119721546296961,25.72890652397308,True,True,-0.3220416783940966,0.12667175864056665,0.6610208391970482,0.43666412067971666
2011-02-01,HIGH_CHOP,0.5,0.7052620701703686,17.63,True,0.5517859485914411,0.5833333333333334,0.5644049024881981,29.061614461895694,True,True,-0.31698762470515557,0.1098438303393912,0.6584938123525778,0.4450780848303044
2011-02-02,HIGH_CHOP,0.5,0.6679416937757561,17.3,True,0.5488088766076067,0.4633333333333334,0.5146186592978974,31.94996134142863,True,True,-0.3147734048951344,0.11953789846470803,0.6573867024475673,0.440231050767646
2011-02-03,HIGH_CHOP,0.5,0.6374068403619823,16.69,True,0.573345229300087,0.42666666666666664,0.5146738042467188,33.98226820766702,True,True,-0.3191597136025401,0.025778796402192175,0.6595798568012701,0.4871106017989039
2011-02-04,MILD_CHOP,0.75,0.6578783239325309,15.93,True,0.591442846608392,0.32,0.46486294126394684,36.86415875098672,False,True,-0.3805293632050502,0.01475797677148232,0.6902646816025251,0.49262101161425886
2011-02-07,MILD_CHOP,0.75,0.6746277195811615,16.28,True,0.5973742086690434,0.39,0.46954821590378254,39.36179722186379,False,True,-0.394786163110961,0.005289328434787316,0.6973930815554805,0.4973553357826063
2011-02-08,MILD_CHOP,0.75,0.6883317705664048,15.81,True,0.5683078495691509,0.36666666666666664,0.4228568973553457,41.643524676384736,False,True,-0.34549168942191427,0.07226029114531056,0.6727458447109571,0.46386985442734474
2011-02-09,MILD_CHOP,0.75,0.6995441759179676,15.87,True,0.574999881262709,0.345,0.4430509445144021,39.1355062252266,False,True,-0.34275768615791374,0.042758161107077995,0.6713788430789569,0.478620919446461
2011-02-10,MILD_CHOP,0.75,0.7087179621147007,16.09,True,0.5577278716670715,0.33333333333333337,0.4496079386649848,36.96189023422288,False,True,-0.2772098408006211,0.04629835413233512,0.6386049204003106,0.47685082293383246
2011-02-11,MILD_CHOP,0.75,0.7162237871847551,15.69,True,0.558623612439425,0.2733333333333334,0.43944998854740874,35.56888941587168,False,True,-0.27077517623074676,0.03628072647304692,0.6353875881153734,0.48185963676347654
2011-02-14,MILD_CHOP,0.75,0.7223649167875269,15.95,True,0.5543969439881642,0.2966666666666667,0.4267513660212883,37.720275215292915,False,True,-0.244565437175522,0.026977661222865254,0.622282718587761,0.48651116938856737
2011-02-15,MILD_CHOP,0.75,0.7273894773716129,16.37,True,0.5686609501615218,0.39,0.45160553819423854,39.58480957479132,False,True,-0.1977651812121764,-0.0768786194339112,0.5988825906060882,0.5384393097169556
2011-02-16,HIGH_CHOP,0.5,0.6860459360313196,16.72,True,0.5731735262971911,0.5700000000000001,0.565602602686082,35.550923915249044,True,True,-0.22376789450637252,-0.06892621068239212,0.6118839472531863,0.534463105341196
2011-02-17,HIGH_CHOP,0.5,0.6522194022074432,16.59,True,0.5697996612282843,0.47,0.5298797967369706,31.094095866553015,True,True,-0.21993664492288278,-0.059261999990254575,0.6099683224614414,0.5296309999951273
2011-02-18,HIGH_CHOP,0.5,0.6245431472606353,16.43,True,0.5610353726100294,0.44,0.5126212235660177,27.697100196112864,True,True,-0.19466801380651502,-0.04947347663360285,0.5973340069032576,0.5247367383168015
2011-02-21,MILD_CHOP,0.75,0.647353484122338,16.43,True,0.5655703848510494,0.385,0.4933422309106296,24.753037281731398,False,True,-0.18955842184067634,-0.07272311756352114,0.5947792109203381,0.5363615587817606
2011-02-22,HIGH_CHOP,0.5,0.6205619415546402,20.8,True,0.5609951719401836,0.71,0.6205971031641101,26.022560412098425,True,True,-0.1771557486561972,-0.06682493910453702,0.5885778743280986,0.5334124695522685
2011-02-23,HIGH_CHOP,0.5,0.5986415885447056,22.13,True,0.5673083782297955,0.7333333333333333,0.6337183602712106,29.112280280904628,True,True,-0.18178638238838438,-0.0874471305307977,0.5908931911941921,0.5437235652653989
2011-02-24,HIGH_CHOP,0.5,0.58070675426385,21.32,True,0.5764623001319717,0.63,0.597877380079183,31.790037500536673,True,True,-0.1804561182196382,-0.1253930823082485,0.5902280591098191,0.5626965411541243
2011-02-25,HIGH_CHOP,0.5,0.56603279894315,19.22,True,0.5882001068783327,0.5599999999999999,0.5769200641269996,27.650162809973025,True,True,-0.18450527992354535,-0.1682951475897851,0.5922526399617727,0.5841475737948926
2011-02-28,HIGH_CHOP,0.5,0.5540268354989408,18.35,True,0.6008044844431811,0.7066666666666666,0.6431493573325753,26.148286413649956,True,True,-0.1986132146497451,-0.2046047231229794,0.5993066073248725,0.6023023615614898
2011-03-01,HIGH_CHOP,0.5,0.5442037744991334,21.01,True,0.6053316282643975,0.7666666666666666,0.6698656436253051,24.846660203503298,True,True,-0.20863877721281565,-0.21268773584477416,0.6043193886064078,0.606343867922387
2011-03-02,HIGH_CHOP,0.5,0.5361667245902,20.7,True,0.598292093453251,0.6799999999999999,0.6309752560719506,23.811384919474822,True,True,-0.19808829436855757,-0.19508007944444625,0.5990441471842788,0.5975400397222231
2011-03-03,HIGH_CHOP,0.5,0.5295909564828909,18.6,True,0.5971445834623819,0.6066666666666667,0.6009534167440957,23.42074997705858,True,True,-0.18982068036735075,-0.1987576534821768,0.5949103401836754,0.5993788267410884
2011-03-04,HIGH_CHOP,0.5,0.5242107825769107,19.06,True,0.599764805519434,0.6866666666666668,0.6345255499783271,23.08219969363117,True,True,-0.1928292051470826,-0.20623001693065324,0.5964146025735413,0.6031150084653266
2011-03-07,HIGH_CHOP,0.5,0.5198088221083814,20.66,True,0.5907765899122188,0.7033333333333333,0.6357992872806646,25.141201826101195,True,True,-0.11682106568823805,-0.24628529396063728,0.558410532844119,0.6231426469803186
2011-03-08,HIGH_CHOP,0.5,0.5162072180886756,19.82,True,0.5898703182808522,0.73,0.6459221909685113,26.925670340908546,True,True,-0.11638865496182825,-0.24309261816158098,0.5581943274809141,0.6215463090807904
2011-03-09,HIGH_CHOP,0.5,0.5132604511634619,20.22,True,0.5762170274366367,0.7533333333333334,0.6470635497953154,30.686362621725014,True,True,-0.09920008780756145,-0.20566802193898517,0.5496000439037807,0.6028340109694926
2011-03-10,HIGH_CHOP,0.5,0.5108494600428324,21.88,True,0.5845539511620901,0.6499999999999999,0.6107323706972541,34.57170472472747,True,True,-0.13552609299123153,-0.2026897116571289,0.5677630464956158,0.6013448558285645
2011-03-11,HIGH_CHOP,0.5,0.5088768309441356,20.08,True,0.5828860303379981,0.5433333333333333,0.5336456578104806,37.9466901132861,True,True,-0.11551136208769006,-0.21603275926430265,0.557755681043845,0.6080163796321514
2011-03-14,HIGH_CHOP,0.5,0.5072628616815654,21.13,True,0.5771258426443708,0.59,0.5138968264693861,40.87167745003693,True,True,-0.10547520700365866,-0.20302816357382436,0.5527376035018293,0.6015140817869122
2011-03-15,MILD_CHOP,0.75,0.5513968868303717,24.32,True,0.5807792743272363,0.6266666666666666,0.49064744054175286,44.05362980951358,False,True,-0.12216020878529171,-0.20095688852365343,0.5610801043926459,0.6004784442618267
2011-03-16,NORMAL,1.0,0.6329610892248496,29.4,False,0.5775461874555308,0.63,0.4885535209037744,44.18705928545008,False,True,-0.09647557097630917,-0.21370917884581378,0.5482377854881546,0.6068545894229069
2011-03-17,NORMAL,1.0,0.6996954366385133,26.37,False,0.5631203189283116,0.6333333333333333,0.5374542033686232,39.545908239765915,True,True,-0.06567399645740561,-0.18680727925584076,0.5328369982287028,0.5934036396279204
2011-03-18,HIGH_CHOP,0.5,0.6633871754315108,24.44,True,0.5637298138611262,0.5933333333333333,0.5695441007405195,35.5235773335063,True,True,-0.06952589969350949,-0.18539335575099516,0.5347629498467548,0.5926966778754976
2011-03-21,HIGH_CHOP,0.5,0.6336804162621452,20.61,True,0.5649207129303642,0.5733333333333334,0.5682857610915518,31.805955650547894,True,True,-0.06958430491990332,-0.19009854680155316,0.5347921524599517,0.5950492734007766
2011-03-22,HIGH_CHOP,0.5,0.6093748860326642,20.21,True,0.56785670743334,0.5666666666666667,0.5673806911266708,28.584016858650607,True,True,-0.06369201253981333,-0.207734817193547,0.5318460062699066,0.6038674085967735
2011-03-23,HIGH_CHOP,0.5,0.5894885431176343,19.17,True,0.559183196146641,0.42,0.5035099176879846,28.114585619391114,True,True,-0.03731835689442492,-0.19941442769213924,0.5186591784472124,0.5997072138460696
2011-03-24,MILD_CHOP,0.75,0.6186724443689735,18.0,True,0.5624439654269215,0.3566666666666667,0.4801330459228196,27.70774521203289,False,True,-0.03619958234798417,-0.2135762793597018,0.5180997911739921,0.6067881396798509
2011-03-25,MILD_CHOP,0.75,0.6425501817564329,17.91,True,0.5456645723382296,0.36333333333333334,0.47273207673627116,26.54291607103328,False,True,0.020971229354981535,-0.20362951870789997,0.48951438532250924,0.60181475935395
2011-03-28,HIGH_CHOP,0.5,0.6166319668916269,19.44,True,0.5456277878285636,0.49,0.5233766726971382,23.954152684874423,True,True,0.021795818675840427,-0.20430696999009465,0.48910209066207977,0.6021534849950473
2011-03-29,MILD_CHOP,0.75,0.6408807001840583,18.16,True,0.5499075134017071,0.37,0.4779445080410242,21.710557750203414,False,True,-0.009016593159375814,-0.19061346044745242,0.5045082965796879,0.5953067302237263
2011-03-30,MILD_CHOP,0.75,0.6607205728778658,17.71,True,0.539397561182851,0.3333333333333333,0.45697187004304396,22.62262109266284,False,True,0.006522690939259077,-0.1641129356706627,0.49673865453037047,0.5820564678353314
2011-03-31,MILD_CHOP,0.75,0.676953195990981,17.74,True,0.5261601765085572,0.44666666666666666,0.49436277257180095,23.413075989461007,False,True,0.02692109224649427,-0.1315617982807229,0.48653945387675285,0.5657808991403614
2011-04-01,MILD_CHOP,0.75,0.6902344330835298,17.4,True,0.5306789190701742,0.3433333333333333,0.45574068477543783,24.481067697219125,False,True,0.028209455137030687,-0.15092513141772734,0.48589527243148467,0.5754625657088637
