date,opposition_score,uncertainty_score,composite_chop
2010-12-30,0.5325417569898985,0.19833333333333333,0.27920087126909066
2010-12-31,0.5368482481823069,0.30333333333333334,0.3104095975699022
2011-01-03,0.5395069981500681,0.38,0.3329929392230286
2011-01-04,0.5370610701335354,0.32333333333333336,0.3160989827894182
2011-01-05,0.5384106273893685,0.31,0.31293246350353476
2011-01-06,0.5420975304537715,0.3666666666666667,0.33034762945725066
2011-01-07,0.5482705347849862,0.3266666666666667,0.37890938621702913
2011-01-10,0.5464852706783149,0.42000000000000004,0.438417332886014
2011-01-11,0.5669305157362332,0.3433333333333334,0.46995633818223986
2011-01-12,0.5323637067187001,0.27,0.42386812361924703
2011-01-13,0.5375024798328578,0.2066666666666667,0.40442771140211453
2011-01-14,0.5365264699331308,0.12666666666666668,0.37258254862654516
2011-01-17,0.5308389238451848,0.11166666666666666,0.3631700209737776
2011-01-18,0.5367490077533495,0.12000000000000002,0.36612023643729896
2011-01-19,0.5367493773433334,0.19666666666666666,0.4007162930726667
2011-01-20,0.5391734338789756,0.4016666666666666,0.48417072699405206
2011-01-21,0.5428873590585539,0.45833333333333337,0.5090657487684657
2011-01-24,0.5441284882083701,0.3733333333333333,0.4758104262583554
2011-01-25,0.5439829777069259,0.32333333333333336,0.45572311995748893
2011-01-26,0.5438230864434275,0.2,0.4062938518660565
2011-01-27,0.5333647294580495,0.13333333333333333,0.37335217100816304
2011-01-28,0.5430386564817298,0.5233333333333333,0.5351565272223712
2011-01-31,0.5488424799383824,0.7066666666666667,0.6119721546296961
2011-02-01,0.5517859485914411,0.5833333333333334,0.5644049024881981
2011-02-02,0.5488088766076067,0.4633333333333334,0.5146186592978974
2011-02-03,0.573345229300087,0.42666666666666664,0.5146738042467188
2011-02-04,0.591442846608392,0.32,0.46486294126394684
2011-02-07,0.5973742086690434,0.39,0.46954821590378254
2011-02-08,0.5683078495691509,0.36666666666666664,0.4228568973553457
2011-02-09,0.574999881262709,0.345,0.4430509445144021
2011-02-10,0.5577278716670715,0.33333333333333337,0.4496079386649848
2011-02-11,0.558623612439425,0.2733333333333334,0.43944998854740874
2011-02-14,0.5543969439881642,0.2966666666666667,0.4267513660212883
2011-02-15,0.5686609501615218,0.39,0.45160553819423854
2011-02-16,0.5731735262971911,0.5700000000000001,0.565602602686082
2011-02-17,0.5697996612282843,0.47,0.5298797967369706
2011-02-18,0.5610353726100294,0.44,0.5126212235660177
2011-02-21,0.5655703848510494,0.385,0.4933422309106296
2011-02-22,0.5609951719401836,0.71,0.6205971031641101
2011-02-23,0.5673083782297955,0.7333333333333333,0.6337183602712106
2011-02-24,0.5764623001319717,0.63,0.597877380079183
2011-02-25,0.5882001068783327,0.5599999999999999,0.5769200641269996
2011-02-28,0.6008044844431811,0.7066666666666666,0.6431493573325753
2011-03-01,0.6053316282643975,0.7666666666666666,0.6698656436253051
2011-03-02,0.598292093453251,0.6799999999999999,0.6309752560719506
2011-03-03,0.5971445834623819,0.6066666666666667,0.6009534167440957
2011-03-04,0.599764805519434,0.6866666666666668,0.6345255499783271
2011-03-07,0.5907765899122188,0.7033333333333333,0.6357992872806646
2011-03-08,0.5898703182808522,0.73,0.6459221909685113
2011-03-09,0.5762170274366367,0.7533333333333334,0.6470635497953154
2011-03-10,0.5845539511620901,0.6499999999999999,0.6107323706972541
2011-03-11,0.5828860303379981,0.5433333333333333,0.5336456578104806
2011-03-14,0.5771258426443708,0.59,0.5138968264693861
2011-03-15,0.5807792743272363,0.6266666666666666,0.49064744054175286
2011-03-16,0.5775461874555308,0.63,0.4885535209037744
2011-03-17,0.5631203189283116,0.6333333333333333,0.5374542033686232
2011-03-18,0.5637298138611262,0.5933333333333333,0.5695441007405195
2011-03-21,0.5649207129303642,0.5733333333333334,0.5682857610915518
2011-03-22,0.56785670743334,0.5666666666666667,0.5673806911266708
2011-03-23,0.559183196146641,0.42,0.5035099176879846
2011-03-24,0.5624439654269215,0.3566666666666667,0.4801330459228196
2011-03-25,0.5456645723382296,0.36333333333333334,0.47273207673627116
2011-03-28,0.5456277878285636,0.49,0.5233766726971382
2011-03-29,0.5499075134017071,0.37,0.4779445080410242
2011-03-30,0.539397561182851,0.3333333333333333,0.45697187004304396
2011-03-31,0.5261601765085572,0.44666666666666666,0.49436277257180095
2011-04-01,0.5306789190701742,0.3433333333333333,0.45574068477543783
2011-04-04,0.5318333981315198,0.3933333333333333,0.4764333722122452
2011-04-05,0.5323777047448588,0.21666666666666665,0.4060932895135819
2011-04-06,0.5291475856660125,0.43333333333333335,0.4908218847329408
2011-04-07,0.5239039274895823,0.41333333333333333,0.4796756898270827
2011-04-08,0.5236293124321169,0.6066666666666667,0.5568442541259369
2011-04-11,0.5207459751504562,0.415,0.47844758509027374
2011-04-12,0.5125145065087173,0.45999999999999996,0.4915087039052304
2011-04-13,0.50632959536941,0.45,0.483797757221646
2011-04-14,0.4935901847033418,0.33333333333333337,0.42948744415533846
2011-04-15,0.48473176764469805,0.2366666666666667,0.3855057272534855
2011-04-18,0.4825375555910036,0.4,0.4495225333546022
2011-04-19,0.4732822732119818,0.32666666666666666,0.4146360305938558
2011-04-20,0.4731873990266679,0.35000000000000003,0.42391243941600076
2011-04-21,0.47133999106499225,0.3766666666666667,0.43347066130566203
2011-04-22,0.47339029705864066,0.4083333333333333,0.44736751156851773
2011-04-25,0.46774744585705297,0.44,0.4566484675142318
2011-04-26,0.4618740603517263,0.3566666666666667,0.4197911028777025
2011-04-27,0.4601587207116609,0.4466666666666667,0.4547618990936632
2011-04-28,0.45423170400031987,0.3433333333333334,0.40987235573352526
2011-04-29,0.45507118418437664,0.44,0.44904271051062594
2011-05-02,0.45507562295786996,0.55,0.493045373774722
2011-05-03,0.4551347064950911,0.6,0.5130808238970546
2011-05-04,0.44786596469189044,0.6133333333333333,0.5140529121484676
2011-05-05,0.4757457404069394,0.6833333333333333,0.558780777577497
2011-05-06,0.48286893534891634,0.6466666666666666,0.5017695208085963
2011-05-09,0.4893479372170628,0.5266666666666666,0.44250074712830245
2011-05-10,0.49248571074762215,0.4033333333333333,0.391995570551681
2011-05-11,0.4866861560340028,0.5233333333333333,0.40385151202495256
2011-05-12,0.4861768262119066,0.24333333333333335,0.29566670527029165
2011-05-13,0.48585470570417494,0.45333333333333337,0.3601711683240192
2011-05-16,0.4853641915466232,0.48,0.38544421080688196
2011-05-17,0.4796470753971407,0.5233333333333333,0.41202333498859034
2011-05-18,0.47703394191501414,0.33999999999999997,0.38517209526330254
2011-05-19,0.4800749470712917,0.29000000000000004,0.3978083816925935
2011-05-20,0.4732994844623565,0.35333333333333333,0.4253130240107472
2011-05-23,0.4799965717225345,0.6033333333333333,0.5293312763668541
2011-05-24,0.4738662543198613,0.3866666666666667,0.4389864192585835
2011-05-25,0.4788633041794718,0.3616666666666667,0.43198464917434976
2011-05-26,0.47728960527871483,0.29666666666666663,0.40504042983389554
2011-05-27,0.4666255955723868,0.24000000000000002,0.3759753573434321
2011-05-30,0.4637771120203039,0.18833333333333335,0.3535996005455157
2011-05-31,0.4688690591529972,0.13333333333333333,0.3346547688251317
2011-06-01,0.46875337116073307,0.6266666666666667,0.5319186893631065
2011-06-02,0.4545180182408153,0.61,0.5167108109444891
2011-06-03,0.4602169765603482,0.6233333333333333,0.5254635192695423
2011-06-06,0.4555076612828582,0.7066666666666667,0.5559712634363816
2011-06-07,0.45883967905878303,0.6433333333333333,0.5326371407686032
2011-06-08,0.4465750892841385,0.6733333333333333,0.5372783869038165
2011-06-09,0.4691620974465147,0.48,0.4734972584679088
2011-06-10,0.4632451922314792,0.58,0.5099471153388875
2011-06-13,0.46697694373396514,0.73,0.5721861662403791
2011-06-14,0.4729807006060705,0.5900000000000001,0.5197884203636423
2011-06-15,0.4322180173832332,0.62,0.5073308104299399
2011-06-16,0.4347415117006169,0.62,0.5088449070203702
2011-06-17,0.4381479389254684,0.6333333333333333,0.5162220966886144
2011-06-20,0.43747635570410415,0.6633333333333333,0.5278191467557958
2011-06-21,0.4378754686539532,0.6083333333333333,0.5060586145257052
2011-06-22,0.4380969667424647,0.5866666666666667,0.4975248467121455
2011-06-23,0.44882648804296055,0.6199999999999999,0.5172958928257763
2011-06-24,0.44479514429170874,0.7166666666666666,0.5535437532416918
2011-06-27,0.4429166865831091,0.7333333333333333,0.5590833452831988
2011-06-28,0.4421025481931685,0.7033333333333334,0.5465948622492345
2011-06-29,0.42733627468481294,0.4733333333333334,0.44573509814422113
2011-06-30,0.43310028127145583,0.30666666666666664,0.38252683542954014
2011-07-01,0.4305492983706922,0.35000000000000003,0.39832957902241534
2011-07-04,0.4316205390989578,0.375,0.4044105406484237
2011-07-05,0.43043182728120133,0.43666666666666665,0.3920062677166933
2011-07-06,0.43047336788614754,0.3733333333333333,0.33964002021758555
2011-07-07,0.434069697360781,0.32666666666666666,0.28861117226108035
2011-07-08,0.4338202395496975,0.42166666666666663,0.3002711672775396
2011-07-11,0.4443558791397645,0.4933333333333333,0.32476280257203444
2011-07-12,0.4487070305515335,0.7466666666666667,0.3975236194983107
2011-07-13,0.46184033313015527,0.6966666666666668,0.38903960658133185
2011-07-14,0.45752979788667647,0.7266666666666666,0.4122853303636079
2011-07-15,0.46131129247419733,0.5166666666666667,0.3609550166542304
2011-07-18,0.4629001913723623,0.6,0.3883743853483743
2011-07-19,0.4739861834643194,0.6966666666666667,0.3950811998425361
2011-07-20,0.5002325254293217,0.5766666666666667,0.3715643273469818
2011-07-21,0.5201376135871326,0.41333333333333333,0.3392316000386877
2011-07-22,0.5188202121119776,0.25666666666666665,0.31459607167494025
2011-07-25,0.5108448794630509,0.5733333333333334,0.44226216844827926
2011-07-26,0.5116179295117139,0.5433333333333332,0.4244181850355843
2011-07-27,0.511420330951432,0.8366666666666667,0.5104768900572049
2011-07-28,0.509839299524493,0.9133333333333333,0.5261215549440387
2011-07-29,0.5031777688781103,0.98,0.5314925690898695
2011-08-01,0.5156091364029575,0.9766666666666667,0.6077784606960368
2011-08-02,0.5167054025498844,0.9766666666666667,0.6704560770820891
2011-08-03,0.5249930846566835,0.9466666666666667,0.6710022841803668
2011-08-04,0.5092415778971819,0.9933333333333333,0.6451314989144136
2011-08-05,0.502340251230857,0.8166666666666667,0.5196356441838316
2011-08-08,0.510386789426465,0.61,0.4011791487824786
2011-08-09,0.5100131032530681,0.8366666666666667,0.4484721700329553
2011-08-10,0.5116651535319294,0.9566666666666667,0.48276603115007705
2011-08-11,0.5132404659458745,0.88,0.4619609956972673
2011-08-12,0.5140890508073591,0.9133333333333333,0.47165073467242413
2011-08-15,0.5005180321709302,0.9133333333333333,0.4659509068451239
2011-08-16,0.5008785718324653,0.9433333333333332,0.47450233350296867
2011-08-17,0.5001831064040206,0.91,0.4648769046896887
2011-08-18,0.5120969891552736,0.9333333333333333,0.4764140687785482
2011-08-19,0.5149404093492265,0.99,0.49347497192667517
2011-08-22,0.5154955575970308,0.96,0.4853081341907529
2011-08-23,0.5148587833984869,0.9299999999999999,0.4902408686679337
2011-08-24,0.5152732484335537,0.9,0.5105231447983056
2011-08-25,0.5110263644645257,0.8966666666666666,0.5791305578902388
2011-08-26,0.5064027803977184,0.8200000000000001,0.5946958012152516
2011-08-29,0.5084868318745687,0.8033333333333333,0.6264254324580745
2011-08-30,0.5076715106477947,0.8533333333333333,0.6459362397220101
2011-08-31,0.50756564056665,0.8066666666666666,0.6157987570762583
2011-09-01,0.5086935102775645,0.8166666666666667,0.6110218824478798
2011-09-02,0.5133858796899322,0.88,0.6600315278139594
2011-09-05,0.5213612601239486,0.8683333333333333,0.6601500894077025
2011-09-06,0.5293309050717325,0.9233333333333332,0.6869318763763728
2011-09-07,0.5547854095884485,0.83,0.6648712457530691
2011-09-08,0.5531747117977225,0.8366666666666667,0.6665714937453002
2011-09-09,0.5532155348545258,0.9099999999999999,0.6959293209127155
2011-09-12,0.5529320550860022,0.6699999999999999,0.5997592330516013
2011-09-13,0.537372250964534,0.7533333333333334,0.6237566839120539
2011-09-14,0.5375748406570333,0.5366666666666666,0.5372115710608867
2011-09-15,0.5439779768456212,0.5700000000000001,0.5543867861073728
2011-09-16,0.5460509330343372,0.4766666666666667,0.518297226487269
2011-09-19,0.5530604324981636,0.5233333333333333,0.494493267346633
2011-09-20,0.5547078193730948,0.45999999999999996,0.4255984569269513
2011-09-21,0.5519271573103142,0.5766666666666667,0.4183767462563472
2011-09-22,0.5668576751580492,0.95,0.5040802235663806
2011-09-23,0.5666064204712085,0.9400000000000001,0.5011746965979076
2011-09-26,0.5481800661757109,0.9133333333333333,0.4859689611271319
2011-09-27,0.5540656347945129,0.86,0.47350756661369536
2011-09-28,0.5565383170976429,0.9033333333333333,0.48667942651434337
2011-09-29,0.5562281806812606,0.8833333333333333,0.48094916921946274
2011-09-30,0.5564536163597964,0.9633333333333333,0.5034438522044478
2011-10-03,0.5551925750290042,0.9766666666666667,0.5066475481788485
2011-10-04,0.5581160789769994,0.8866666666666667,0.4826754198370064
2011-10-05,0.549816236142749,0.7833333333333333,0.4502561525132878
2011-10-06,0.5502406625261336,0.6983333333333333,0.4266344115943094
2011-10-07,0.5485309616183879,0.6766666666666667,0.41984967054638955
2011-10-10,0.5411831666926468,0.5866666666666667,0.44387033378416796
2011-10-11,0.5403938487810351,0.6216666666666667,0.5194872867383102
2011-10-12,0.5486064384908219,0.46,0.5115040856291271
2011-10-13,0.5451040744939978,0.4533333333333333,0.508395778029732
2011-10-14,0.5450923828266736,0.42333333333333334,0.4963887630293375
2011-10-17,0.5478476002739545,0.5900000000000001,0.5647085601643728
2011-10-18,0.5431258704690276,0.4166666666666667,0.4925421889480832
2011-10-19,0.5474536769879824,0.5866666666666667,0.5631388728594562
2011-10-20,0.5432146029059219,0.5766666666666667,0.5565954284102199
2011-10-21,0.5422944465788306,0.3533333333333334,0.4667100012806317
2011-10-24,0.5452952265900943,0.2966666666666667,0.44584380262072326
2011-10-25,0.5431554885394498,0.43999999999999995,0.5018932931236699
2011-10-26,0.535516713828601,0.31666666666666665,0.4479766949638273
2011-10-27,0.5493918554067729,0.2566666666666667,0.43230177991073043
2011-10-28,0.5536773528609584,0.15666666666666668,0.3948730783832417
2011-10-31,0.5477638135671642,0.2866666666666667,0.4433249548069652
2011-11-01,0.545851107691657,0.6133333333333333,0.5728439979483275
2011-11-02,0.5471934921911685,0.41333333333333333,0.49364942864803446
2011-11-03,0.547173699547046,0.3433333333333334,0.46563755306156096
2011-11-04,0.5460243406032637,0.33,0.45961460436195817
2011-11-07,0.5424956930732512,0.23666666666666666,0.4201640825106174
2011-11-08,0.5418127849929344,0.15666666666666668,0.3877543376624273
2011-11-09,0.5426717739162101,0.5266666666666666,0.5362697310163927
2011-11-10,0.5318994533819259,0.35,0.4591396720291555
2011-11-11,0.5329956387791568,0.14333333333333334,0.3771307166008274
2011-11-14,0.5288739455346275,0.14666666666666664,0.37599103398744316
2011-11-15,0.5271817496598593,0.20333333333333334,0.39764238312924893
2011-11-16,0.5265412617169922,0.38333333333333336,0.4692580903635287
2011-11-17,0.5324642859295379,0.4466666666666666,0.49814523822438933
2011-11-18,0.5304501523715599,0.22666666666666663,0.4089367580896026
2011-11-21,0.5265547492561007,0.43999999999999995,0.4919328495536604
2011-11-22,0.5268522178995803,0.315,0.4421113307397481
2011-11-23,0.5294917069734015,0.5333333333333333,0.5147634669001904
2011-11-24,0.5282972894225896,0.4883333333333333,0.4624343195448003
2011-11-25,0.5278292174860993,0.48666666666666664,0.43088170043147306
2011-11-28,0.5252173495814983,0.30666666666666664,0.4148819639865536
2011-11-29,0.5222194056676238,0.22666666666666668,0.40399831006724096
2011-11-30,0.5054709002641037,0.14,0.35928254015846217
2011-12-01,0.5066409369899224,0.15666666666666668,0.36250658993858254
2011-12-02,0.517556724469254,0.21000000000000002,0.3816797947070971
2011-12-05,0.517643643909128,0.19,0.36215526586296704
2011-12-06,0.5244516483396808,0.19333333333333336,0.37124313718198976
2011-12-07,0.5243058902077951,0.19333333333333333,0.37863221364380484
2011-12-08,0.5178637094868915,0.21333333333333332,0.39605155902546824
2011-12-09,0.5192803517728186,0.05,0.33156821106369117
2011-12-12,0.5195180809062869,0.08333333333333334,0.34504418187710545
2011-12-13,0.5222840720671481,0.15999999999999998,0.37737044324028884
2011-12-14,0.5289034128103437,0.24,0.4133420476862062
2011-12-15,0.5117724212460388,0.19333333333333333,0.3843967860809566
2011-12-16,0.5130124500333239,0.16333333333333336,0.37314080335332767
2011-12-19,0.5225680262076517,0.16333333333333333,0.3788741490579244
2011-12-20,0.5167149294214564,0.05666666666666667,0.3326956243195405
2011-12-21,0.5163983264284056,0.07666666666666666,0.34050566252371
2011-12-22,0.5177228227046065,0.043333333333333335,0.3279670269560972
2011-12-23,0.519234091610383,0.043333333333333335,0.3288737882995631
2011-12-26,0.5221156945665222,0.2316666666666667,0.40593608340658
2011-12-27,0.5215927643009555,0.16333333333333333,0.37828899191390664
2011-12-28,0.5168482538343757,0.24,0.4061089523006254
2011-12-29,0.5159619944978537,0.32666666666666666,0.4402438633653789
2011-12-30,0.5169810616532245,0.44000000000000006,0.48618863699193476
2012-01-02,0.5209991866837596,0.3983333333333333,0.47193284534358904
2012-01-03,0.5234243305118094,0.20999999999999996,0.39805459830708556
2012-01-04,0.5066613941926467,0.20666666666666667,0.3866635031822547
2012-01-05,0.5078703092358505,0.15,0.3647221855415103
2012-01-06,0.5070010850964604,0.03666666666666667,0.31886731772454285
2012-01-09,0.5148699995054513,0.05,0.3289219997032708
2012-01-10,0.5213047744171038,0.04666666666666667,0.3314495313169289
2012-01-11,0.5224580491372295,0.1,0.35347482948233766
2012-01-12,0.5331786897430446,0.06999999999999999,0.3479072138458268
2012-01-13,0.5383487215262874,0.10666666666666666,0.36466281445038157
2012-01-16,0.5293587273592281,0.14500000000000002,0.3422881440034288
2012-01-17,0.541400651477104,0.35333333333333333,0.3829816580772278
2012-01-18,0.5330995528743914,0.42000000000000004,0.3605376606189529
2012-01-19,0.5331523973789589,0.26333333333333336,0.29765734023249607
2012-01-20,0.53498996409552,0.3566666666666667,0.32456245158678504
2012-01-23,0.5469511794234622,0.15333333333333332,0.27265282869118745
2012-01-24,0.5487527551192808,0.11000000000000001,0.26127615715009794
2012-01-25,0.5473725484205181,0.3866666666666667,0.3381631370032842
2012-01-26,0.5485690069209959,0.29666666666666663,0.3134656495734849
2012-01-27,0.5497807272871873,0.37,0.33450790546061865
2012-01-30,0.5512985402894313,0.3166666666666667,0.3202120535882278
2012-01-31,0.5503608957664121,0.15,0.27315157622189307
2012-02-01,0.5412707695318998,0.2466666666666667,0.29640038987006456
2012-02-02,0.5472468181244555,0.16333333333333336,0.2780890282697732
2012-02-03,0.5482323382627612,0.18333333333333335,0.29289628777373744
2012-02-06,0.5490550446767392,0.22666666666666668,0.313785166072727
2012-02-07,0.549500979686842,0.20666666666666667,0.3223937115607866
2012-02-08,0.5492945506881601,0.17666666666666667,0.3115454904685971
2012-02-09,0.5512726499566694,0.15666666666666665,0.28799211830280547
2012-02-10,0.5434937508944261,0.2866666666666666,0.33954309111218645
2012-02-13,0.539715704711766,0.15333333333333332,0.3239981657997971
2012-02-14,0.5304317280548028,0.18333333333333332,0.3561075871719405
2012-02-15,0.5255580989867009,0.3933333333333333,0.4724522201685316
2012-02-16,0.5260910596616274,0.17666666666666667,0.3863213024636431
2012-02-17,0.5241570810149369,0.1,0.35449424860896206
2012-02-20,0.5239497139127739,0.17833333333333334,0.38570316168099766
2012-02-21,0.5235535064503806,0.10666666666666667,0.356798770536895
2012-02-22,0.5365499710869219,0.09833333333333333,0.3612633159854865
2012-02-23,0.5401872270258474,0.05666666666666667,0.3467790028821751
2012-02-24,0.522317517591507,0.043333333333333335,0.3307238438882375
2012-02-27,0.5230802162427504,0.14666666666666667,0.3725147964123169
2012-02-28,0.5254304678607185,0.18,0.3872582807164311
2012-02-29,0.5294692259412819,0.26666666666666666,0.4243482022314358
2012-03-01,0.5356266495021307,0.15,0.3813759897012784
2012-03-02,0.5169809437919707,0.06333333333333334,0.3355218996085157
2012-03-05,0.5073252563034486,0.24666666666666667,0.40306182044873584
2012-03-06,0.5116079997157691,0.49999999999999994,0.5069647998294614
2012-03-07,0.5062084683078284,0.36000000000000004,0.44772508098469704
2012-03-08,0.5131880010388572,0.32,0.43591280062331433
2012-03-09,0.5002313068401147,0.22333333333333336,0.3894721174374022
2012-03-12,0.49879713487001004,0.26333333333333336,0.40461161425533937
2012-03-13,0.503544187364062,0.27,0.41012651241843723
2012-03-14,0.5068224882511924,0.04000000000000001,0.32009349295071543
2012-03-15,0.5062786370002178,0.08333333333333334,0.337100515533464
2012-03-16,0.5057442578862213,0.10666666666666667,0.3461132213983995
2012-03-19,0.5082610748649719,0.24000000000000002,0.40095664491898314
2012-03-20,0.5114138781427454,0.18333333333333335,0.3801816602189806
2012-03-21,0.5106764673859774,0.18,0.3784058804315864
2012-03-22,0.5107850022501974,0.4033333333333334,0.46780433468345184
2012-03-23,0.508638281613398,0.043333333333333335,0.32251630230137207
2012-03-26,0.5004837866183868,0.023333333333333334,0.3096236053043654
2012-03-27,0.5017664843413142,0.29666666666666663,0.41972655727145514
2012-03-28,0.49371129763041766,0.39,0.4522267785782506
2012-03-29,0.48791472927591945,0.4066666666666667,0.4554155042322183
2012-03-30,0.4882490204106616,0.45,0.47294941224639697
2012-04-02,0.48735674320268585,0.5283333333333333,0.5037473792549448
2012-04-03,0.4863363362736924,0.5433333333333333,0.5091351350975488
2012-04-04,0.48340777408711844,0.5,0.4900446644522711
2012-04-05,0.4661442741572217,0.21666666666666665,0.36635323116099966
2012-04-06,0.4552077626531213,0.395,0.4311246575918728
2012-04-09,0.4524055197578785,0.5733333333333334,0.5007766451880604
2012-04-10,0.4325089802755297,0.6399999999999999,0.5155053881653178
2012-04-11,0.4490444710236443,0.72,0.5574266826141865
2012-04-12,0.45486415116120676,0.45333333333333337,0.45425182403005737
2012-04-13,0.45084491270687,0.7766666666666666,0.5811736142907886
2012-04-16,0.4499602893690401,0.8183333333333334,0.5973095069547574
2012-04-17,0.4485365488826649,0.5866666666666667,0.5037885959962656
2012-04-18,0.4475284594038682,0.5633333333333334,0.49385040897565424
2012-04-19,0.44798774813443876,0.48,0.46079264888066324
2012-04-20,0.4554204028060026,0.47333333333333333,0.4625855750169349
2012-04-23,0.4543357180401099,0.5499999999999999,0.49260143082406593
2012-04-24,0.45442919570949947,0.3933333333333333,0.429990850759033
2012-04-25,0.4590651402062167,0.25666666666666665,0.3781057507903967
2012-04-26,0.46119838496992277,0.31999999999999995,0.4047190309819536
2012-04-27,0.4602329033721134,0.43999999999999995,0.452139742023268
2012-04-30,0.4617501956547684,0.6466666666666667,0.5357167840595277
2012-05-01,0.4587019084837723,0.5966666666666667,0.4984207150512539
2012-05-02,0.45308532396979717,0.37,0.41979420949430074
2012-05-03,0.44572235697488344,0.38999999999999996,0.4234334141849301
2012-05-04,0.45415319353945893,0.5366666666666667,0.4871585827903421
2012-05-07,0.455057620940789,0.49666666666666665,0.47170123923114005
2012-05-08,0.46830806221964805,0.5166666666666667,0.48765150399845547
2012-05-09,0.48217475456404657,0.7966666666666666,0.6079715194050945
2012-05-10,0.48060790852845164,0.6066666666666667,0.5310314117837377
2012-05-11,0.48594932163684,0.7533333333333333,0.5929029263154373
2012-05-14,0.5131879832433752,0.7466666666666666,0.6065794566126917
2012-05-15,0.5227955618445803,0.6933333333333334,0.5664009029828163
2012-05-16,0.5327963556746018,0.8266666666666667,0.5599770354318794
2012-05-17,0.5273262536721737,0.6166666666666667,0.4372508028888282
2012-05-18,0.5147818166582728,0.74,0.42542557573726947
2012-05-21,0.5201216886581232,0.6533333333333333,0.4166109908665841
2012-05-22,0.5079878180715136,0.6066666666666666,0.4130795965632018
2012-05-23,0.505094439040034,0.72,0.4236732994667175
2012-05-24,0.5080015300962759,0.8,0.4373606426404359
2012-05-25,0.5367677471513481,0.6266666666666667,0.4009091204702329
2012-05-28,0.5395882158326815,0.7716666666666666,0.46154454562821745
